Book_1	Ch_1_1	V_1_1	Ch_1_2	V_1_2	Book_2	Ch_2_1	V_2_1	Ch_2_2	V_2_2	Reverse_ref	After_phrase_word_ref_1	After_phrase_word_ref_2	Comment	Comment_2	NT_Only										
Luke	17	37			Matthew	24	28			TRUE			Vultures will come		TRUE										
Matthew	24	29	24	31	Mark	13	24	13	27	TRUE			The coming of the son of man	292	TRUE										
Matthew	24	29	24	31	Luke	21	25	21	28	TRUE			The coming of the son of man	292	TRUE										
Mark	13	24	13	27	Luke	21	25	21	28	TRUE			The coming of the son of man	292	TRUE										
Matthew	24	32	24	36	Mark	13	28	13	32	TRUE			Parable of the fig tree	293	TRUE										
Matthew	24	32	24	36	Luke	21	29	21	33	TRUE			Parable of the fig tree	293	TRUE										
Mark	13	28	13	32	Luke	21	29	21	33	TRUE			Parable of the fig tree	293	TRUE										
Matthew	25	13			Mark	13	33			TRUE			"Watch, keep alert, and pray"	293	TRUE										
Matthew	25	13	0	0	Luke	12	40			TRUE			"Watch, keep alert, and pray"	293	TRUE										
Mark	13	33	0	0	Luke	12	40	0	0	TRUE			"Watch, keep alert, and pray"	293	TRUE										
Matthew	24	37	24	44	Mark	13	35			TRUE			Parable of the flood	296	TRUE										
Matthew	24	37	24	44	Luke	17	26	17	36	TRUE			Parable of the flood	296	TRUE										
Mark	13	35	0	0	Luke	17	26	17	36	TRUE			Parable of the flood	296	TRUE										
Matthew	24	45	24	51	Luke	12	41	12	46	TRUE			Parable of the good and wicked servants	297	TRUE										
Matthew	25	31	25	46	John	5	29			TRUE			Last judgment	300	TRUE										
Matthew	26	1	26	5	Mark	14	1	14	2	TRUE			Jesus’s death is premeditated	305	TRUE										
Matthew	26	1	26	5	Luke	22	1	22	2	TRUE			Jesus’s death is premeditated	305	TRUE										
Mark	14	1	14	2	Luke	22	1	22	2	TRUE			Jesus’s death is premeditated	305	TRUE										
Matthew	26	26	26	29	Mark	14	22	14	25	TRUE			The last supper	311	TRUE										
Matthew	26	26	26	29	Luke	22	15	22	20	TRUE			The last supper	311	TRUE										
Matthew	26	26	26	29	1 Corinthians	11	23	11	28	TRUE			The last supper		TRUE										
Mark	14	22	14	25	1 Corinthians	11	23	11	28	TRUE			The last supper		TRUE										
Luke	22	15	22	20	1 Corinthians	11	23	11	28	TRUE			The last supper		TRUE										
Mark	14	22	14	25	Luke	22	15	22	20	TRUE			The last supper	311	TRUE										
Matthew	20	24	20	28	Mark	10	41	10	45	TRUE			Precedence among the disciples	311	TRUE										
Matthew	20	24	20	28	Luke	22	24	22	27	TRUE			Precedence among the disciples	311	TRUE										
Mark	10	41	10	45	Luke	22	24	22	27	TRUE			Precedence among the disciples	311	TRUE										
Luke	24	34			1 Corinthians	15	3	15	8	TRUE			Jesus appears		TRUE										
1 Chronicles	21	1			2 Samuel	24	1			TRUE			Jelbert Thesis (unpublished)												
1 Samuel	9	2			1 Chronicles	8	33			TRUE			Petersen-Saul												
1 Chronicles	29	29			1 Kings	1	1			TRUE			Petersen-David												
1 Chronicles	29	29			1 Samuel	16	13			TRUE			Petersen-David												
1 Kings	1	1			1 Samuel	16	13			TRUE			Petersen-David												
1 Kings	1	10			2 Chronicles	1	1			TRUE			Petersen-Solomon												
1 Kings	11	41			2 Chronicles	9	29			TRUE			Jelbert Thesis (unpublished)-Solomon												
1 Kings	11	26			1 Kings	12	2			TRUE			Petersen-Jeroboam												
1 Kings	11	26			2 Chronicles	10	2			TRUE			Petersen-Jeroboam												
1 Kings	12	2			2 Chronicles	10	2			TRUE			Petersen-Jeroboam												
1 Kings	11	43			2 Chronicles	9	31			TRUE			Petersen-Reroboam												
1 Kings	14	29			2 Chronicles	12	15			TRUE			Jelbert Thesis (unpublished)-Rehoboam												
1 Kings	14	31			2 Chronicles	13	2			TRUE			Petersen-Abijam												
1 Kings	15	7			2 Chronicles	13	22			TRUE			Jelbert Thesis (unpublished)-Abijam												
1 Kings	15	8			2 Chronicles	14	1			TRUE			Petersen-Asa												
1 Kings	15	23			2 Chronicles	16	11			TRUE			Jelbert Thesis (unpublished)-Asa												
1 Kings	16	29			2 Chronicles	18	1			TRUE			Petersen-Ahab												
1 Kings	16	29			1 Kings	22	39			TRUE			Ahab												
1 Kings	22	39			2 Chronicles	28	26			TRUE			Jelbert Thesis (unpublished)-Ahab												
1 Kings	15	24			1 Kings	22	2			TRUE			Petersen-Jehoshaphat												
1 Kings	15	24			2 Chronicles	17	1			TRUE			Petersen-Jehoshaphat												
1 Kings	22	2			2 Chronicles	17	1			TRUE			Petersen-Jehoshaphat												
1 Kings	22	45			2 Chronicles	20	34			TRUE			Jelbert Thesis (unpublished)-Jehoshaphat												
1 Kings	22	40			2 Chronicles	20	35			TRUE			Petersen-Ahaziah-NK												
2 Kings	1	18			1 Kings	22	40			TRUE			Jelbert Thesis (unpublished)-Ahaziah-NK	Unmatched											
2 Kings	8	16			2 Chronicles	21	1			TRUE			Petersen-Jehoram												
2 Kings	3	1			2 Kings	9	24			TRUE			Petersen-Joram												
2 Kings	8	24			2 Chronicles	22	1			TRUE			Petersen-Ahaziah-SK												
2 Kings	11	1			2 Chronicles	22	2			TRUE			Petersen-Athaliah												
2 Kings	11	2			2 Chronicles	22	11			TRUE			Petersen-Joash SK												
2 Kings	11	2			2 Chronicles	24	1			TRUE			Petersen-Joash SK												
2 Chronicles	22	11			2 Chronicles	24	1			TRUE			Petersen-Joash SK												
2 Kings	12	19			2 Chronicles	24	27			TRUE			Jelbert Thesis (unpublished)-Joash SK												
2 Kings	13	12			2 Kings	13	9			TRUE			Jelbert Thesis (unpublished)-Joash NK/Jehoash												
2 Kings	14	1			2 Chronicles	24	27			TRUE			Petersen-Amaziah												
2 Kings	14	1			2 Kings	12	21			TRUE			Petersen-Amaziah												
2 Chronicles	24	27			2 Kings	12	21			TRUE			Petersen-Amaziah												
2 Kings	14	18			2 Chronicles	25	26			TRUE			Jelbert Thesis (unpublished)-Amaziah												
2 Kings	15	1			2 Chronicles	26	1			TRUE			Petersen-Uzziah/Azariah												
2 Kings	15	7			2 Chronicles	26	23			TRUE			Petersen-Jotham												
2 Kings	15	36			2 Chronicles	27	7			TRUE			Jelbert Thesis (unpublished)-Jotham												
2 Kings	16	2			2 Chronicles	27	9			TRUE			Petersen-Ahaz												
2 Kings	16	2			Isaiah	7	1			TRUE			Petersen-Ahaz												
2 Chronicles	27	9			Isaiah	7	1			TRUE			Petersen-Ahaz												
2 Kings	16	20			2 Kings	18	1			TRUE			Petersen-Hezekiah												
2 Kings	16	20			2 Chronicles	28	27			TRUE			Petersen-Hezekiah												
2 Kings	16	20			Isaiah	36	1			TRUE			Petersen-Hezekiah												
2 Kings	18	1			2 Chronicles	28	27			TRUE			Petersen-Hezekiah												
2 Kings	18	1			Isaiah	36	1			TRUE			Petersen-Hezekiah												
2 Chronicles	28	27			Isaiah	36	1			TRUE			Petersen-Hezekiah												
2 Kings	20	20			2 Chronicles	32	32			TRUE			Jelbert Thesis (unpublished)-Hezekiah												
2 Kings	20	21			2 Chronicles	33	1			TRUE			Petersen-Manasseh												
2 Kings	20	21			Isaiah	9	21			TRUE			Petersen-Manasseh												
2 Chronicles	33	1			Isaiah	9	21			TRUE			Petersen-Manasseh												
2 Kings	21	17			2 Chronicles	33	18			TRUE			Jelbert Thesis (unpublished)-Manasseh												
2 Kings	21	25			2 Kings	21	18			TRUE			Jelbert Thesis (unpublished)-Amon	Unmatched											
2 Kings	21	25			2 Chronicles	33	20			TRUE			Petersen-Amon												
2 Kings	21	18			2 Chronicles	33	20			TRUE			Petersen-Amon												
2 Kings	21	24			2 Chronicles	33	25			TRUE			Petersen-Josiah												
2 Kings	21	24			Zephaniah	1	1			TRUE			Petersen-Josiah												
2 Chronicles	33	25			Zephaniah	1	1			TRUE			Petersen-Josiah												
2 Kings	23	28			2 Chronicles	35	26			TRUE			Jelbert Thesis (unpublished)-Josiah												
2 Kings	23	30			2 Chronicles	36	1			TRUE			Petersen-Jehoahaz												
2 Kings	23	34			2 Chronicles	36	4			TRUE			Petersen-Jehoiakim												
2 Kings	23	34			Jeremiah	1	3			TRUE			Petersen-Jehoiakim												
2 Kings	23	34			Daniel	1	1			TRUE			Petersen-Jehoiakim												
2 Chronicles	36	4			Jeremiah	1	3			TRUE			Petersen-Jehoiakim												
2 Chronicles	36	4			Daniel	1	1			TRUE			Petersen-Jehoiakim												
Jeremiah	1	3			Daniel	1	1			TRUE			Petersen-Jehoiakim												
2 Kings	24	5			2 Chronicles	36	8			TRUE			Jelbert Thesis (unpublished)-Jehoiakim												
2 Kings	24	6			2 Chronicles	36	9			TRUE			Petersen-Jehoiachin												
2 Kings	24	6			Jeremiah	22	24			TRUE			Petersen-Jehoiachin												
2 Chronicles	36	9			Jeremiah	22	24			TRUE			Petersen-Jehoiachin												
2 Kings	24	17			2 Chronicles	36	10			TRUE			Petersen-Zedekiah/Mattaniah												
2 Kings	24	17			Jeremiah	21	1			TRUE			Petersen-Zedekiah/Mattaniah												
2 Chronicles	36	10			Jeremiah	21	1			TRUE			Petersen-Zedekiah/Mattaniah												
2 Chronicles	28	5			Isaiah	7	7			TRUE			Aram inconsistency												
Nehemiah	7	6	7	73	Ezra	2	1	2	70	TRUE			Related passage												
1 Chronicles	3	19			Nehemiah	12	1			TRUE	Zerubbabel	Zerubbabel	Zerubbabel's parent												
Ezra	1	1	1	3	2 Chronicles	36	22	36	23	TRUE			Jelbert Thesis (unpublished)												
Exodus	30	12			2 Kings	12	4			FALSE			Reverse World English Bible												
Isaiah	7	14			Matthew	1	23			FALSE			Reverse World English Bible												
Micah	5	2			Matthew	2	6			FALSE			Reverse World English Bible												
Hosea	11	1			Matthew	2	15			FALSE			Reverse World English Bible												
Jeremiah	31	15			Matthew	2	18			FALSE			Reverse World English Bible												
Isaiah	40	3			Matthew	3	3			FALSE			Reverse World English Bible												
Deuteronomy	8	3			Matthew	4	4			FALSE			Reverse World English Bible												
Psalms	91	12			Matthew	4	6			FALSE			Reverse World English Bible												
Deuteronomy	6	16			Matthew	4	7			FALSE			Reverse World English Bible												
Deuteronomy	6	13			Matthew	4	10			FALSE			Reverse World English Bible												
Isaiah	9	2			Matthew	4	16			FALSE			Reverse World English Bible												
Isaiah	57	15			Matthew	5	3			FALSE			Reverse World English Bible												
Isaiah	66	2			Matthew	5	3			FALSE			Reverse World English Bible												
Isaiah	61	2			Matthew	5	4			FALSE			Reverse World English Bible												
Isaiah	66	13			Matthew	5	4			FALSE			Reverse World English Bible												
Psalms	37	11			Matthew	5	5			FALSE			Reverse World English Bible												
Exodus	20	13			Matthew	5	21			FALSE			Reverse World English Bible												
Exodus	20	14			Matthew	5	27			FALSE			Reverse World English Bible												
Deuteronomy	24	1			Matthew	5	31			FALSE			Reverse World English Bible												
Numbers	30	2			Matthew	5	33			FALSE			Reverse World English Bible												
Deuteronomy	23	21			Matthew	5	33			FALSE			Reverse World English Bible												
Ecclesiastes	5	4			Matthew	5	33			FALSE			Reverse World English Bible												
Exodus	21	24			Matthew	5	38			FALSE			Reverse World English Bible												
Leviticus	24	20			Matthew	5	38			FALSE			Reverse World English Bible												
Deuteronomy	19	21			Matthew	5	38			FALSE			Reverse World English Bible												
Leviticus	19	18			Matthew	5	43			FALSE	neighbor		Reverse World English Bible												
Isaiah	53	4			Matthew	8	17			FALSE			Reverse World English Bible												
Hosea	6	6			Matthew	9	13			FALSE	sacrifice;		Reverse World English Bible												
Micah	7	6			Matthew	10	36			FALSE			Reverse World English Bible												
Isaiah	35	5			Matthew	11	5			FALSE			Reverse World English Bible												
Isaiah	61	4			Matthew	11	5			FALSE			Reverse World English Bible												
Malachi	3	1			Matthew	11	10			FALSE			Reverse World English Bible												
1 Samuel	21	6			Matthew	12	3	12	4	FALSE			Reverse World English Bible												
1 Samuel	21	6			Luke	6	3	6	4	TRUE			Parallel reference to Mt 12:3-4												
1 Samuel	21	6			Mark	2	25	2	26	TRUE			Parallel reference to Mt 12:3-4												
Hosea	6	6			Matthew	12	7			FALSE	sacrifice;		Reverse World English Bible												
Isaiah	42	4			Matthew	12	21			FALSE			Reverse World English Bible												
Isaiah	6	10			Matthew	13	15			FALSE			Reverse World English Bible												
Psalms	78	2			Matthew	13	35			FALSE			Reverse World English Bible												
Job	9	8			Matthew	14	25			FALSE			Reverse World English Bible												
Exodus	20	12			Matthew	15	4			FALSE	"mother,"		Reverse World English Bible												
Deuteronomy	5	16			Matthew	15	4			FALSE			Reverse World English Bible												
Exodus	21	17			Matthew	15	4			FALSE			Reverse World English Bible												
Leviticus	20	9			Matthew	15	4			FALSE	death		Reverse World English Bible												
Isaiah	29	13			Matthew	15	9			FALSE			Reverse World English Bible												
Deuteronomy	19	15			Matthew	18	16			FALSE			Reverse World English Bible												
Genesis	1	27			Matthew	19	4			FALSE			Reverse World English Bible												
Genesis	2	24			Matthew	19	5			FALSE			Reverse World English Bible												
Exodus	20	16			Matthew	19	19			FALSE			Reverse World English Bible												
Deuteronomy	5	20			Matthew	19	19			FALSE			Reverse World English Bible												
Leviticus	19	18			Matthew	19	19			FALSE			Reverse World English Bible												
Zechariah	9	9			Matthew	21	5			FALSE			Reverse World English Bible												
Psalms	118	26			Matthew	21	9			FALSE			Reverse World English Bible												
Isaiah	56	7			Matthew	21	13			FALSE			Reverse World English Bible												
Jeremiah	7	11			Matthew	21	13			FALSE			Reverse World English Bible												
Psalms	8	2			Matthew	21	16			FALSE			Reverse World English Bible												
Psalms	118	23			Matthew	21	42			FALSE			Reverse World English Bible												
Exodus	3	6			Matthew	22	32			FALSE	God of Jacob.”		Reverse World English Bible												
Deuteronomy	6	5			Matthew	22	37			FALSE			Reverse World English Bible												
Leviticus	19	18			Matthew	22	39			FALSE	yourself.		Reverse World English Bible												
Psalms	110	1			Matthew	22	44			FALSE			Reverse World English Bible												
Psalms	118	26			Matthew	23	39			FALSE			Reverse World English Bible												
Daniel	9	27			Matthew	24	15			FALSE			Reverse World English Bible												
Daniel	11	31			Matthew	24	15			FALSE			Reverse World English Bible												
Daniel	12	11			Matthew	24	15			FALSE			Reverse World English Bible												
Isaiah	13	10			Matthew	24	29			FALSE			Reverse World English Bible												
Isaiah	34	4			Matthew	24	29			FALSE			Reverse World English Bible												
Zechariah	13	7			Matthew	26	31			FALSE	scattered;		Reverse World English Bible												
Zechariah	11	13			Matthew	27	10			FALSE			Reverse World English Bible												
Jeremiah	19	13			Matthew	27	10			FALSE			Reverse World English Bible												
Jeremiah	32	9			Matthew	27	10			FALSE			Reverse World English Bible												
Psalms	22	1			Matthew	27	46			FALSE	forsaken me?		Reverse World English Bible												
Malachi	3	1			Mark	1	2			FALSE			Reverse World English Bible												
Isaiah	40	3			Mark	1	3			FALSE			Reverse World English Bible												
Isaiah	6	10			Mark	4	12			FALSE			Reverse World English Bible												
Job	9	8			Mark	6	48			FALSE			Reverse World English Bible												
Isaiah	29	13			Mark	7	7			FALSE			Reverse World English Bible												
Exodus	20	12			Mark	7	10			FALSE	"mother,"		Reverse World English Bible												
Deuteronomy	5	16			Mark	7	10			FALSE			Reverse World English Bible												
Exodus	21	17			Mark	7	10			FALSE			Reverse World English Bible												
Leviticus	20	9			Mark	7	10			FALSE	put to death.		Reverse World English Bible												
Isaiah	66	24			Mark	9	44			FALSE			Reverse World English Bible												
Isaiah	66	24			Mark	9	48			FALSE			Reverse World English Bible												
Genesis	1	27			Mark	10	6			FALSE			Reverse World English Bible												
Genesis	2	24			Mark	10	8			FALSE			Reverse World English Bible												
Exodus	20	16			Mark	10	19			FALSE			Reverse World English Bible												
Deuteronomy	5	20			Mark	10	19			FALSE			Reverse World English Bible												
Psalms	118	26			Mark	11	9			FALSE			Reverse World English Bible												
Isaiah	56	7			Mark	11	17			FALSE			Reverse World English Bible												
Jeremiah	7	11			Mark	11	17			FALSE			Reverse World English Bible												
Psalms	118	23			Mark	12	11			FALSE			Reverse World English Bible												
Exodus	3	6			Mark	12	26			FALSE	God of Jacob.”		Reverse World English Bible												
Deuteronomy	6	5			Mark	12	30			FALSE			Reverse World English Bible												
Leviticus	19	18			Mark	12	31			FALSE	yourself.		Reverse World English Bible												
Psalms	110	1			Mark	12	36			FALSE			Reverse World English Bible												
Daniel	9	17			Mark	13	14			FALSE			Reverse World English Bible												
Daniel	11	31			Mark	13	14			FALSE			Reverse World English Bible												
Daniel	12	11			Mark	13	14			FALSE			Reverse World English Bible												
Isaiah	13	10			Mark	13	25			FALSE			Reverse World English Bible												
Isaiah	34	4			Mark	13	25			FALSE			Reverse World English Bible												
Zechariah	13	7			Mark	14	27			FALSE	scattered;		Reverse World English Bible												
Psalms	22	1			Mark	15	34			FALSE	forsaken me?		Reverse World English Bible												
Malachi	4	6			Luke	1	17			FALSE	"to the children,"		Reverse World English Bible												
Exodus	13	12			Luke	2	23			FALSE			Reverse World English Bible												
Leviticus	12	8			Luke	2	24			FALSE	two young pigeons:		Reverse World English Bible												
Isaiah	40	5			Luke	3	6			FALSE			Reverse World English Bible												
Deuteronomy	8	3			Luke	4	4			FALSE			Reverse World English Bible												
Deuteronomy	6	13			Luke	4	8			FALSE			Reverse World English Bible												
Psalms	91	12			Luke	4	11			FALSE			Reverse World English Bible												
Deuteronomy	6	16			Luke	4	12			FALSE			Reverse World English Bible												
Isaiah	61	2			Luke	4	19			FALSE			Reverse World English Bible												
Malachi	3	1			Luke	7	27			FALSE			Reverse World English Bible												
Isaiah	6	9			Luke	8	10			FALSE			Reverse World English Bible												
Psalms	107	29			Luke	8	24			FALSE			Reverse World English Bible												
Deuteronomy	6	5			Luke	10	27			FALSE			Reverse World English Bible												
Leviticus	19	18			Luke	10	27			FALSE			Reverse World English Bible												
Micah	7	6			Luke	12	53			FALSE	mother-in-law;		Reverse World English Bible												
Psalms	118	26			Luke	13	35			FALSE			Reverse World English Bible												
Exodus	20	16			Luke	18	20			FALSE			Reverse World English Bible												
Deuteronomy	5	20			Luke	18	20			FALSE			Reverse World English Bible												
Psalms	118	26			Luke	19	38			FALSE			Reverse World English Bible												
Isaiah	56	7			Luke	19	46			FALSE			Reverse World English Bible												
Jeremiah	7	11			Luke	19	46			FALSE			Reverse World English Bible												
Psalms	118	22			Luke	20	17			FALSE			Reverse World English Bible												
Exodus	3	6			Luke	20	37			FALSE	God of Jacob.”		Reverse World English Bible												
Psalms	110	1			Luke	20	43			FALSE			Reverse World English Bible												
Isaiah	53	12			Luke	22	37			FALSE			Reverse World English Bible												
Hosea	10	8			Luke	23	30			FALSE			Reverse World English Bible												
Isaiah	40	3			John	1	23			FALSE			Reverse World English Bible												
Psalms	69	9			John	2	17			FALSE			Reverse World English Bible												
Job	9	8			John	6	19			FALSE			Reverse World English Bible												
Exodus	16	4			John	6	31			FALSE			Reverse World English Bible												
Nehemiah	9	15			John	6	31			FALSE			Reverse World English Bible												
Psalms	78	25			John	6	31			FALSE			Reverse World English Bible												
Isaiah	54	13			John	6	45			FALSE			Reverse World English Bible												
2 Samuel	7	12			John	7	42			FALSE			Reverse World English Bible												
Micah	5	2			John	7	42			FALSE			Reverse World English Bible												
Isaiah	9	1			John	7	52			FALSE			Reverse World English Bible												
Matthew	4	16			John	7	52			FALSE			Reverse World English Bible												
Leviticus	20	10			John	8	5			FALSE			Reverse World English Bible												
Deuteronomy	22	22			John	8	5			FALSE			Reverse World English Bible												
Isaiah	60	1			John	8	12			FALSE			Reverse World English Bible												
Deuteronomy	17	6			John	8	17			FALSE			Reverse World English Bible												
Deuteronomy	19	15			John	8	17			FALSE			Reverse World English Bible												
Psalms	119	45			John	8	32			FALSE			Reverse World English Bible												
Exodus	3	14			John	8	58			FALSE			Reverse World English Bible												
Psalms	66	18			John	9	31			FALSE			Reverse World English Bible												
Proverbs	15	29			John	9	31			FALSE			Reverse World English Bible												
Proverbs	28	9			John	9	31			FALSE			Reverse World English Bible												
Isaiah	40	11			John	10	11			FALSE			Reverse World English Bible												
Ezekiel	34	22			John	10	11			FALSE			Reverse World English Bible												
Isaiah	56	8			John	10	16			FALSE			Reverse World English Bible												
Isaiah	53	8			John	10	17			FALSE			Reverse World English Bible												
Exodus	4	11			John	10	21			FALSE			Reverse World English Bible												
Psalms	82	6			John	10	34			FALSE			Reverse World English Bible												
Psalms	118	26			John	12	13			FALSE			Reverse World English Bible												
Zechariah	9	9			John	12	15			FALSE			Reverse World English Bible												
Isaiah	9	7			John	12	34			FALSE			Reverse World English Bible												
Daniel	2	44			John	12	34			FALSE			Reverse World English Bible												
Isaiah	53	8			John	12	34			FALSE			Reverse World English Bible												
Isaiah	53	1			John	12	38			FALSE			Reverse World English Bible												
Isaiah	6	10			John	12	40			FALSE			Reverse World English Bible												
Isaiah	6	1			John	12	41			FALSE			Reverse World English Bible												
Psalms	41	9			John	13	18			FALSE			Reverse World English Bible												
John	13	16			John	15	20			FALSE	"that his lord,"		Reverse World English Bible												
Psalms	35	19			John	15	25			FALSE			Reverse World English Bible												
Psalms	69	4			John	15	25			FALSE			Reverse World English Bible												
Psalms	119	142			John	17	17			FALSE			Reverse World English Bible												
John	6	39			John	18	9			FALSE			Reverse World English Bible												
Psalms	22	18			John	19	24			FALSE			Reverse World English Bible												
Exodus	12	46			John	19	36			FALSE			Reverse World English Bible												
Numbers	9	12			John	19	36			FALSE			Reverse World English Bible												
Psalms	34	20			John	19	36			FALSE			Reverse World English Bible												
Zechariah	12	10			John	19	37			FALSE			Reverse World English Bible												
Psalms	69	25			Acts	1	20			FALSE			Reverse World English Bible												
Psalms	109	8			Acts	1	20			FALSE			Reverse World English Bible												
Joel	2	32			Acts	2	21			FALSE			Reverse World English Bible												
Psalms	16	11			Acts	2	28			FALSE			Reverse World English Bible												
Psalms	110	1			Acts	2	35			FALSE			Reverse World English Bible												
Deuteronomy	18	19			Acts	3	23			FALSE			Reverse World English Bible												
Genesis	22	18			Acts	3	25			FALSE			Reverse World English Bible												
Genesis	26	4			Acts	3	25			FALSE			Reverse World English Bible												
Psalms	118	22			Acts	4	11			FALSE			Reverse World English Bible												
Psalms	2	2			Acts	4	26			FALSE			Reverse World English Bible												
Genesis	12	1			Acts	7	3			FALSE			Reverse World English Bible												
Genesis	15	14			Acts	7	7			FALSE			Reverse World English Bible												
Exodus	2	14			Acts	7	28			FALSE			Reverse World English Bible												
Exodus	3	6			Acts	7	32			FALSE	God of Jacob.”		Reverse World English Bible												
Exodus	3	10			Acts	7	34			FALSE			Reverse World English Bible												
Deuteronomy	18	15			Acts	7	37			FALSE	like me.		Reverse World English Bible												
Exodus	32	1			Acts	7	40			FALSE			Reverse World English Bible												
Amos	5	27			Acts	7	43			FALSE			Reverse World English Bible												
Isaiah	66	2			Acts	7	50			FALSE	"all these things,"		Reverse World English Bible												
Isaiah	53	8			Acts	8	33			FALSE			Reverse World English Bible												
Psalms	2	7			Acts	13	33			FALSE			Reverse World English Bible												
Isaiah	55	3			Acts	13	34			FALSE			Reverse World English Bible												
Psalms	16	10			Acts	13	35			FALSE			Reverse World English Bible												
Habakkuk	1	5			Acts	13	41			FALSE			Reverse World English Bible												
Isaiah	49	6			Acts	13	47			FALSE			Reverse World English Bible												
Amos	9	12			Acts	15	17			FALSE			Reverse World English Bible												
Exodus	22	28			Acts	23	5			FALSE			Reverse World English Bible												
Isaiah	6	10			Acts	28	27			FALSE			Reverse World English Bible												
Habakkuk	2	4			Romans	1	17			FALSE			Reverse World English Bible												
Psalms	62	12			Romans	2	6			FALSE			Reverse World English Bible												
Proverbs	24	12			Romans	2	6			FALSE			Reverse World English Bible												
Isaiah	52	5			Romans	2	24			FALSE			Reverse World English Bible												
Ezekiel	36	22			Romans	2	24			FALSE			Reverse World English Bible												
Psalms	51	4			Romans	3	4			FALSE			Reverse World English Bible												
Psalms	14	3			Romans	3	12			FALSE			Reverse World English Bible												
Psalms	53	3			Romans	3	12			FALSE			Reverse World English Bible												
Ecclesiastes	7	20			Romans	3	12			FALSE			Reverse World English Bible												
Psalms	5	9			Romans	3	13			FALSE			Reverse World English Bible												
Psalms	140	3			Romans	3	13			FALSE			Reverse World English Bible												
Psalms	10	7			Romans	3	14			FALSE			Reverse World English Bible												
Isaiah	59	8			Romans	3	17			FALSE			Reverse World English Bible												
Psalms	36	1			Romans	3	18			FALSE			Reverse World English Bible												
Genesis	15	6			Romans	4	3			FALSE			Reverse World English Bible												
Psalms	32	2			Romans	4	8			FALSE			Reverse World English Bible												
Genesis	17	5			Romans	4	17			FALSE			Reverse World English Bible												
Genesis	15	5			Romans	4	18			FALSE			Reverse World English Bible												
Genesis	15	6			Romans	4	22			FALSE			Reverse World English Bible												
Exodus	20	17			Romans	7	7			FALSE			Reverse World English Bible												
Deuteronomy	5	21			Romans	7	7			FALSE			Reverse World English Bible												
Psalms	44	22			Romans	8	36			FALSE			Reverse World English Bible												
Genesis	21	12			Romans	9	7			FALSE			Reverse World English Bible												
Genesis	18	14			Romans	9	9			FALSE			Reverse World English Bible												
Genesis	25	23			Romans	9	12			FALSE			Reverse World English Bible												
Malachi	1	3			Romans	9	13			FALSE	"Esau I hated,"		Reverse World English Bible												
Exodus	33	19			Romans	9	15			FALSE			Reverse World English Bible												
Exodus	9	16			Romans	9	17			FALSE			Reverse World English Bible												
Isaiah	29	16			Romans	9	20			FALSE			Reverse World English Bible												
Isaiah	45	9			Romans	9	20			FALSE			Reverse World English Bible												
Hosea	2	23			Romans	9	25			FALSE			Reverse World English Bible												
Hosea	1	10			Romans	9	26			FALSE			Reverse World English Bible												
Isaiah	10	23			Romans	9	28			FALSE			Reverse World English Bible												
Isaiah	1	9			Romans	9	29			FALSE			Reverse World English Bible												
Isaiah	8	14			Romans	9	33			FALSE			Reverse World English Bible												
Isaiah	28	16			Romans	9	33			FALSE			Reverse World English Bible												
Leviticus	18	5			Romans	10	5			FALSE			Reverse World English Bible												
Deuteronomy	30	12			Romans	10	6			FALSE			Reverse World English Bible												
Deuteronomy	30	13			Romans	10	7			FALSE			Reverse World English Bible												
Deuteronomy	30	14			Romans	10	8			FALSE	"in your heart,"		Reverse World English Bible												
Isaiah	28	16			Romans	10	11			FALSE			Reverse World English Bible												
Joel	2	32			Romans	10	13			FALSE			Reverse World English Bible												
Isaiah	52	7			Romans	10	15			FALSE			Reverse World English Bible												
Isaiah	53	1			Romans	10	16			FALSE			Reverse World English Bible												
Psalms	19	4			Romans	10	18			FALSE	of the world.		Reverse World English Bible												
Deuteronomy	32	21			Romans	10	19			FALSE			Reverse World English Bible												
Isaiah	65	1			Romans	10	20			FALSE			Reverse World English Bible												
Isaiah	65	2			Romans	10	21			FALSE			Reverse World English Bible												
1 Kings	19	14			Romans	11	3			FALSE			Reverse World English Bible												
1 Kings	19	18			Romans	11	4			FALSE			Reverse World English Bible												
Deuteronomy	29	4			Romans	11	8			FALSE			Reverse World English Bible												
Isaiah	29	10			Romans	11	8			FALSE			Reverse World English Bible												
Psalms	69	23			Romans	11	10			FALSE			Reverse World English Bible												
Isaiah	59	21			Romans	11	27			FALSE			Reverse World English Bible												
Isaiah	27	9			Romans	11	27			FALSE			Reverse World English Bible												
Jeremiah	31	34			Romans	11	27			FALSE			Reverse World English Bible												
Isaiah	40	13			Romans	11	34			FALSE			Reverse World English Bible												
Job	41	11			Romans	11	35			FALSE			Reverse World English Bible												
Deuteronomy	32	35			Romans	12	19			FALSE			Reverse World English Bible												
Proverbs	25	22			Romans	12	20			FALSE	"on his head,"		Reverse World English Bible												
Exodus	20	17			Romans	13	9			FALSE			Reverse World English Bible												
Deuteronomy	5	21			Romans	13	9			FALSE			Reverse World English Bible												
Leviticus	19	18			Romans	13	9			FALSE			Reverse World English Bible												
Isaiah	45	23			Romans	14	11			FALSE			Reverse World English Bible												
Psalms	69	9			Romans	15	3			FALSE			Reverse World English Bible												
2 Samuel	22	50			Romans	15	9			FALSE			Reverse World English Bible												
