ch,my_ref,mt_ref,lxx_ref,other_ref,note
33,33:21,33:21,33:21,33:21,
33,33:22,33:22,33:22,33:22,
33,33:23,33:23,33:23,33:23,
33,33:24,33:24,33:24,33:24,
33,33:25,33:25,33:25,33:25,
34,34:1,34:1,34:1,34:1,
34,34:2,34:2,34:2,34:2,
34,34:3,34:3,34:3,34:3,
34,34:4,34:4,34:4,34:4,
34,34:5,34:5,34:5,34:5,
34,34:6,34:6,34:6,34:6,
34,34:7,34:7,34:7,34:7,
34,34:8,34:8,34:8,34:8,
34,34:9,34:9,34:9,34:9,
34,34:10,34:10,34:10,34:10,
34,34:11,34:11,34:11,34:11,
34,34:12,34:12,34:12,34:12,
34,34:13,34:13,34:13,34:13,
34,34:14,34:14,34:14,34:14,
34,34:15,34:15,34:15,34:15,
34,34:16,34:16,34:16,34:16,
34,34:17,34:17,34:17,34:17,
34,34:18,34:18,34:18,34:18,
34,34:19,34:19,34:19,34:19,
34,34:20,34:20,34:20,34:20,
34,34:21,34:21,34:21,34:21,
34,34:22,34:22,34:22,34:22,
34,34:23,34:23,34:23,34:23,
34,34:24,34:24,34:24,34:24,
34,34:25,34:25,34:25,34:25,
34,34:26,34:26,34:26,34:26,
34,34:27,34:27,34:27,34:27,
34,34:28,34:28,34:28,34:28,
34,34:29,34:29,34:29,34:29,
34,34:30,34:30,34:30,34:30,
34,34:31,34:31,34:31,34:31,
34,34:32,34:32,34:32,34:32,
34,34:33,34:33,34:33,34:33,
35,35:1,35:1,35:1,35:1,
35,35:2,35:2,35:2,35:2,
35,35:3,35:3,35:3,35:3,
35,35:4,35:4,35:4,35:4,
35,35:5,35:5,35:5,35:5,
35,35:6,35:6,35:6,35:6,
35,35:7,35:7,35:7,35:7,
35,35:8,35:8,35:8,35:8,
35,35:9,35:9,35:9,35:9,
35,35:10,35:10,35:10,35:10,
35,35:11,35:11,35:11,35:11,
35,35:12,35:12,35:12,35:12,
35,35:13,35:13,35:13,35:13,
35,35:14,35:14,35:14,35:14,
35,35:15,35:15,35:15,35:15,
35,35:16,35:16,35:16,35:16,
35,35:17,35:17,35:17,35:17,
35,35:18,35:18,35:18,35:18,
35,35:19,35:19,35:19,35:19,
35,,,35:19a,,
35,,,35:19b,,
35,,,35:19c,,
35,,,35:19d,,
35,35:20,35:20,35:20,35:20,
35,35:21,35:21,35:21,35:21,
35,35:22,35:22,35:22,35:22,
35,35:23,35:23,35:23,35:23,
35,35:24,35:24,35:24,35:24,
35,35:25,35:25,35:25,35:25,
35,35:26,35:26,35:26,35:26,
35,35:27,35:27,35:27,35:27,
36,36:1,36:1,36:1,36:1,
36,36:2,36:2,36:2,36:2,
36,,,36:2a,,
36,,,36:2b,,
36,,,36:2c,,
36,36:3,36:3,36:3,36:3,
36,36:4,36:4,36:4,36:4,
36,,,36:4a,,
36,36:5,36:5,36:5,36:5,
36,,,36:5a,,
36,,,36:5b,,
36,,,36:5c,,
36,,,36:5d,,
36,36:6,36:6,36:6,36:6,
36,36:7,36:7,36:7,36:7,
36,36:8,36:8,36:8,36:8,
36,36:9,36:9,36:9,36:9,
36,36:10,36:10,36:10,36:10,
36,36:11,36:11,36:11,36:11,
36,36:12,36:12,36:12,36:12,
36,36:13,36:13,36:13,36:13,
36,36:14,36:14,36:14,36:14,
36,36:15,36:15,36:15,36:15,
36,36:16,36:16,36:16,36:16,
36,36:17,36:17,36:17,36:17,
36,36:18,36:18,36:18,36:18,
36,36:19,36:19,36:19,36:19,
36,36:20,36:20,36:20,36:20,
36,36:21,36:21,36:21,36:21,
36,36:22,36:22,36:22,36:22,
36,36:23,36:23,36:23,36:23,
